Timestamp,UserPrincipalName,IPAddress,Country,Device,AuthenticationResult,RiskLevel,ScenarioTag
2026-06-09T09:50:08Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-09T09:52:00Z,elliot.roberts@democorp.com,172.16.0.6,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T09:56:46Z,harper.upton@democorp.com,73.45.120.10,Germany,IPHONE-14-PRO,Success,none,baseline
2026-06-09T10:15:30Z,elliot.roberts@democorp.com,10.0.2.20,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T10:21:05Z,jamie.vasquez@democorp.com,172.16.0.6,Canada,LAPTOP-IT-03,Success,none,baseline
2026-06-09T10:40:58Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-09T10:47:04Z,jordan.vasquez@democorp.com,172.16.0.5,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T11:04:49Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-09T11:24:41Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Failure,low,baseline
2026-06-09T11:37:27Z,emery.upton@democorp.com,98.118.45.22,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-09T11:50:12Z,lane.upton@democorp.com,172.16.0.5,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-09T12:11:12Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T12:22:26Z,jamie.singh@democorp.com,24.6.88.55,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-09T12:53:16Z,reese.young@democorp.com,142.250.80.10,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-09T13:48:56Z,jesse.foster@democorp.com,81.2.69.100,Canada,SURFACE-PRO-9,Failure,low,baseline
2026-06-09T14:01:11Z,reese.foster@democorp.com,142.250.80.10,United States,LAPTOP-SALES-04,Success,none,baseline
2026-06-09T14:04:06Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Failure,low,baseline
2026-06-09T14:14:55Z,avery.bennett@democorp.com,10.0.1.11,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T14:32:39Z,lane.campbell@democorp.com,10.0.1.12,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-09T14:33:44Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-09T14:38:27Z,lane.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-09T14:51:23Z,parker.zimmerman@democorp.com,192.168.1.100,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T14:56:39Z,avery.bennett@democorp.com,10.0.1.11,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T14:56:50Z,skyler.o'brien@democorp.com,24.6.88.55,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T15:07:55Z,reese.johnson@democorp.com,10.0.1.12,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T15:40:58Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-09T15:54:03Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-09T16:21:18Z,avery.young@democorp.com,172.16.0.6,Germany,MACBOOK-PRO-M2,Success,none,baseline
2026-06-09T16:34:41Z,frankie.johnson@democorp.com,73.45.120.10,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-09T17:12:06Z,jamie.singh@democorp.com,172.16.0.6,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-09T18:12:54Z,lane.upton@democorp.com,172.16.0.5,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-09T18:40:19Z,reese.johnson@democorp.com,10.0.1.12,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-09T18:54:20Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T19:11:14Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-09T19:27:56Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-09T19:39:19Z,skyler.o'brien@democorp.com,24.6.88.55,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T05:12:15Z,skyler.o'brien@democorp.com,24.6.88.55,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T06:37:53Z,lane.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-10T07:19:24Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Failure,low,baseline
2026-06-10T08:07:06Z,drew.hughes@democorp.com,10.0.1.12,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T08:12:39Z,avery.young@democorp.com,172.16.0.6,Canada,MACBOOK-PRO-M2,Success,none,baseline
2026-06-10T08:55:10Z,emery.upton@democorp.com,98.118.45.22,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-10T09:43:11Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-10T10:15:53Z,avery.young@democorp.com,172.16.0.6,Germany,MACBOOK-PRO-M2,Failure,low,baseline
2026-06-10T10:53:08Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-10T10:55:46Z,jamie.singh@democorp.com,172.16.0.6,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-10T11:28:00Z,reese.foster@democorp.com,73.45.120.10,Germany,LAPTOP-SALES-04,Success,none,baseline
2026-06-10T11:41:59Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-10T11:50:37Z,harper.upton@democorp.com,73.45.120.10,Germany,IPHONE-14-PRO,Success,none,baseline
2026-06-10T12:50:09Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T12:52:24Z,lane.campbell@democorp.com,10.0.1.12,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-10T13:21:34Z,emery.upton@democorp.com,98.118.45.22,Germany,LAPTOP-IT-03,Success,none,baseline
2026-06-10T13:43:10Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-10T14:00:07Z,jamie.vasquez@democorp.com,98.118.45.22,Canada,LAPTOP-IT-03,Success,none,baseline
2026-06-10T14:19:18Z,harper.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-10T14:21:13Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-10T14:28:44Z,jordan.vasquez@democorp.com,10.0.1.10,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T14:30:02Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T14:45:29Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T14:56:43Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-10T15:24:07Z,skyler.o'brien@democorp.com,24.6.88.55,United States,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T15:26:04Z,skyler.o'brien@democorp.com,10.0.1.12,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T15:53:26Z,reese.johnson@democorp.com,73.45.120.10,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T15:53:46Z,avery.bennett@democorp.com,10.0.1.11,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T15:57:01Z,avery.young@democorp.com,172.16.0.6,Germany,MACBOOK-PRO-M2,Success,none,baseline
2026-06-10T15:58:35Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T16:17:38Z,lane.upton@democorp.com,172.16.0.5,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-10T16:20:25Z,drew.hughes@democorp.com,172.16.0.5,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T16:43:06Z,elliot.roberts@democorp.com,172.16.0.6,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T17:37:12Z,reese.johnson@democorp.com,10.0.1.12,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T17:41:04Z,lane.campbell@democorp.com,10.0.1.12,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-10T18:43:08Z,reese.johnson@democorp.com,73.45.120.10,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T20:11:26Z,drew.hughes@democorp.com,10.0.1.12,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-10T21:07:07Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-10T22:04:23Z,reese.johnson@democorp.com,73.45.120.10,United Kingdom,DESKTOP-FIN-02,Failure,low,baseline
2026-06-11T05:15:53Z,kai.vasquez@democorp.com,24.6.88.55,United States,MACBOOK-PRO-M2,Failure,low,baseline
2026-06-11T06:26:53Z,jamie.singh@democorp.com,24.6.88.55,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-11T07:49:12Z,lane.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-11T08:10:18Z,avery.bennett@democorp.com,10.0.1.11,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T08:33:01Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-11T09:00:12Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T09:11:52Z,emery.upton@democorp.com,98.118.45.22,Germany,LAPTOP-IT-03,Success,none,baseline
2026-06-11T09:28:19Z,frankie.johnson@democorp.com,10.0.2.20,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-11T10:07:35Z,avery.young@democorp.com,172.16.0.6,Canada,MACBOOK-PRO-M2,Success,none,baseline
2026-06-11T10:11:12Z,jamie.singh@democorp.com,24.6.88.55,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-11T10:39:13Z,jamie.singh@democorp.com,172.16.0.6,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-11T10:58:23Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-11T11:27:03Z,parker.zimmerman@democorp.com,192.168.1.100,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T11:32:14Z,avery.bennett@democorp.com,10.0.1.11,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T11:47:44Z,harper.upton@democorp.com,73.45.120.10,Germany,IPHONE-14-PRO,Success,none,baseline
2026-06-11T11:51:47Z,frankie.johnson@democorp.com,73.45.120.10,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-11T11:57:36Z,parker.zimmerman@democorp.com,142.250.80.10,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T12:50:22Z,avery.young@democorp.com,172.16.0.6,Germany,MACBOOK-PRO-M2,Success,none,baseline
2026-06-11T12:56:34Z,lane.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-11T12:57:41Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-11T13:21:52Z,kai.vasquez@democorp.com,24.6.88.55,United Kingdom,MACBOOK-PRO-M2,Success,none,baseline
2026-06-11T13:23:40Z,skyler.o'brien@democorp.com,10.0.1.12,United States,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T13:26:58Z,elliot.roberts@democorp.com,10.0.2.20,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T13:33:21Z,alex.davis@democorp.com,24.6.88.55,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-11T13:46:27Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-11T13:46:47Z,parker.zimmerman@democorp.com,192.168.1.100,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T14:51:29Z,drew.hughes@democorp.com,172.16.0.5,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T15:03:01Z,emery.upton@democorp.com,98.118.45.22,Germany,LAPTOP-IT-03,Success,none,baseline
2026-06-11T15:29:44Z,jordan.vasquez@democorp.com,172.16.0.5,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T16:09:30Z,harper.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-11T16:23:44Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-11T16:38:46Z,reese.young@democorp.com,10.0.1.11,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-11T16:50:54Z,drew.hughes@democorp.com,172.16.0.5,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T16:53:53Z,jamie.vasquez@democorp.com,98.118.45.22,Canada,LAPTOP-IT-03,Success,none,baseline
2026-06-11T18:16:55Z,reese.johnson@democorp.com,10.0.1.12,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-11T19:41:15Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Failure,low,baseline
2026-06-11T20:01:28Z,elliot.roberts@democorp.com,172.16.0.6,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T07:14:11Z,emery.upton@democorp.com,98.118.45.22,Germany,LAPTOP-IT-03,Success,none,baseline
2026-06-12T07:35:04Z,lane.campbell@democorp.com,10.0.1.12,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-12T08:08:13Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T08:15:49Z,jesse.bennett@democorp.com,10.0.2.20,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-12T08:53:20Z,skyler.o'brien@democorp.com,24.6.88.55,United States,DESKTOP-FIN-02,Success,none,baseline
2026-06-12T08:53:23Z,jesse.foster@democorp.com,81.2.69.100,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-12T08:54:46Z,avery.young@democorp.com,172.16.0.6,Canada,MACBOOK-PRO-M2,Success,none,baseline
2026-06-12T09:21:02Z,finley.foster@democorp.com,10.0.1.11,Canada,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T10:30:58Z,reese.young@democorp.com,142.250.80.10,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-12T10:31:55Z,avery.bennett@democorp.com,192.168.1.100,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-12T11:04:06Z,reese.young@democorp.com,10.0.1.11,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-12T11:07:19Z,lane.upton@democorp.com,73.45.120.10,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-12T11:59:31Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-12T12:10:24Z,lane.upton@democorp.com,172.16.0.5,United Kingdom,IPHONE-14-PRO,Success,none,baseline
2026-06-12T12:10:36Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T12:22:16Z,reese.foster@democorp.com,73.45.120.10,United States,LAPTOP-SALES-04,Success,none,baseline
2026-06-12T13:30:17Z,jesse.foster@democorp.com,10.0.1.11,Canada,SURFACE-PRO-9,Success,none,baseline
2026-06-12T13:50:09Z,jamie.vasquez@democorp.com,98.118.45.22,Canada,LAPTOP-IT-03,Success,none,baseline
2026-06-12T14:07:14Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Failure,low,baseline
2026-06-12T14:08:55Z,jamie.vasquez@democorp.com,172.16.0.6,Canada,LAPTOP-IT-03,Success,none,baseline
2026-06-12T14:19:25Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-12T14:27:07Z,emery.upton@democorp.com,98.118.45.22,United Kingdom,LAPTOP-IT-03,Success,none,baseline
2026-06-12T15:05:02Z,alex.davis@democorp.com,24.6.88.55,United States,DESKTOP-HR-01,Success,none,baseline
2026-06-12T15:05:25Z,parker.zimmerman@democorp.com,142.250.80.10,United States,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T15:08:27Z,harper.upton@democorp.com,73.45.120.10,Germany,IPHONE-14-PRO,Success,none,baseline
2026-06-12T15:11:50Z,reese.foster@democorp.com,73.45.120.10,Germany,LAPTOP-SALES-04,Success,none,baseline
2026-06-12T15:48:09Z,jamie.singh@democorp.com,172.16.0.6,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-12T15:48:42Z,frankie.johnson@democorp.com,73.45.120.10,United Kingdom,SURFACE-PRO-9,Success,none,baseline
2026-06-12T15:52:17Z,drew.hughes@democorp.com,172.16.0.5,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-12T16:19:09Z,avery.singh@democorp.com,81.2.69.100,United States,SURFACE-PRO-9,Success,none,baseline
2026-06-12T16:27:09Z,avery.bennett@democorp.com,192.168.1.100,Germany,DESKTOP-FIN-02,Success,none,baseline
2026-06-12T18:16:10Z,emery.irving@democorp.com,73.45.120.10,Canada,DESKTOP-HR-01,Success,none,baseline
2026-06-12T19:03:25Z,micah.hughes@democorp.com,81.2.69.100,Germany,WORKSTATION-SEC-05,Success,none,baseline
2026-06-12T19:39:53Z,avery.bennett@democorp.com,10.0.1.11,United Kingdom,DESKTOP-FIN-02,Success,none,baseline
2026-06-12T20:58:15Z,jamie.vasquez@democorp.com,172.16.0.6,United States,LAPTOP-IT-03,Success,none,baseline
2026-06-13T05:43:37Z,reese.foster@democorp.com,142.250.80.10,United States,LAPTOP-SALES-04,Success,none,baseline
2026-06-13T06:08:01Z,skyler.o'brien@democorp.com,24.6.88.55,Canada,DESKTOP-FIN-02,Success,none,baseline
2026-06-13T06:12:40Z,lane.campbell@democorp.com,10.0.1.12,United Kingdom,SURFACE-PRO-9,Failure,low,baseline
